Review,DOI,Data,Reference,Species,k,,Reference,DOI_original,Order,Species,Kelp,Wrack,Lab,Killed
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Rice DL, Tenore KR (1981) Dynamics of carbon and nitrogen during the decomposition of detritus derived from estuarine macrophytes. Estuarine Coastal Shelf Sci 13:681Ð690",Spatoglossum schroederi,0.0372,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Rice DL, Tenore KR (1981) Dynamics of carbon and nitrogen during the decomposition of detritus derived from estuarine macrophytes. Estuarine Coastal Shelf Sci 13:681Ð690",Sargassum  filapenula,0.0309,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Rieper-Kirchner, M. 1989. Microbial Degradation of North Sea Macroalgae: Field and Laboratory Studies. Botanica Marina",Delesseria sanguinea,0.1416,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Rieper-Kirchner, M. 1989. Microbial Degradation of North Sea Macroalgae: Field and Laboratory Studies. Botanica Marina",Ceramium  virgatum,0.1191,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Rieper-Kirchner, M. 1989. Microbial Degradation of North Sea Macroalgae: Field and Laboratory Studies. Botanica Marina",Delesseria sanguinea,0.0686,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Rieper-Kirchner, M. 1989. Microbial Degradation of North Sea Macroalgae: Field and Laboratory Studies. Botanica Marina",Membranoptera alata,0.0386,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Rieper-Kirchner, M. 1989. Microbial Degradation of North Sea Macroalgae: Field and Laboratory Studies. Botanica Marina",Ceramium  virgatum,0.0279,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Rieper-Kirchner, M. 1989. Microbial Degradation of North Sea Macroalgae: Field and Laboratory Studies. Botanica Marina",Laminaria sp. ,0.0704,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Rieper-Kirchner, M. 1989. Microbial Degradation of North Sea Macroalgae: Field and Laboratory Studies. Botanica Marina",Desmarestia aculeata,0.006,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Rieper-Kirchner, M. 1989. Microbial Degradation of North Sea Macroalgae: Field and Laboratory Studies. Botanica Marina",Delesseria sanguinea,0.2021,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Rieper-Kirchner, M. 1989. Microbial Degradation of North Sea Macroalgae: Field and Laboratory Studies. Botanica Marina",Ceramium  virgatum,0.1426,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Rieper-Kirchner, M. 1989. Microbial Degradation of North Sea Macroalgae: Field and Laboratory Studies. Botanica Marina",Membranoptera alata,0.0918,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Rieper-Kirchner, M. 1989. Microbial Degradation of North Sea Macroalgae: Field and Laboratory Studies. Botanica Marina",Laminaria sp. ,0.2028,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,Rodil et al. 2008. Differential effects of native and invasive algal wrack on macrofaunal assemblages inhabiting exposed sandy beaches. J Exp Mar Biol Ecol 358:1–13,Saccorhiza polyschides,0.021,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,Rodil et al. 2008. Differential effects of native and invasive algal wrack on macrofaunal assemblages inhabiting exposed sandy beaches. J Exp Mar Biol Ecol 358:1–13,Sargassum muticum,0.008,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,Rodil et al. 2008. Differential effects of native and invasive algal wrack on macrofaunal assemblages inhabiting exposed sandy beaches. J Exp Mar Biol Ecol 358:1–13,Saccorhiza polyschides,0.026,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,Rodil et al. 2008. Differential effects of native and invasive algal wrack on macrofaunal assemblages inhabiting exposed sandy beaches. J Exp Mar Biol Ecol 358:1–13,Sargassum muticum,0.015,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,Rodil et al. 2008. Differential effects of native and invasive algal wrack on macrofaunal assemblages inhabiting exposed sandy beaches. J Exp Mar Biol Ecol 358:1–13,Saccorhiza polyschides,0.019,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,Rodil et al. 2008. Differential effects of native and invasive algal wrack on macrofaunal assemblages inhabiting exposed sandy beaches. J Exp Mar Biol Ecol 358:1–13,Sargassum muticum,0.014,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,Rodil et al. 2008. Differential effects of native and invasive algal wrack on macrofaunal assemblages inhabiting exposed sandy beaches. J Exp Mar Biol Ecol 358:1–13,Saccorhiza polyschides,0.022,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,Rodil et al. 2008. Differential effects of native and invasive algal wrack on macrofaunal assemblages inhabiting exposed sandy beaches. J Exp Mar Biol Ecol 358:1–13,Sargassum muticum,0.013,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Smith BD, Foreman RE (1984) An assessment of seaweed decomposition within a southern Strait of Georgia seaweed community. Mar Biol 84:197−205",Fucus distichus,0.059,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Smith BD, Foreman RE (1984) An assessment of seaweed decomposition within a southern Strait of Georgia seaweed community. Mar Biol 84:197−209",Constantinea subulifera,0.277,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Smith BD, Foreman RE (1984) An assessment of seaweed decomposition within a southern Strait of Georgia seaweed community. Mar Biol 84:197−210",Mastocarpus papillatus,0.277,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Smith BD, Foreman RE (1984) An assessment of seaweed decomposition within a southern Strait of Georgia seaweed community. Mar Biol 84:197−211",Laminaria  saccharina,0.21,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Smith BD, Foreman RE (1984) An assessment of seaweed decomposition within a southern Strait of Georgia seaweed community. Mar Biol 84:197−221",Mastocarpus papillatus,0.1411,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Smith BD, Foreman RE (1984) An assessment of seaweed decomposition within a southern Strait of Georgia seaweed community. Mar Biol 84:197−222",Laminaria  saccharina,0.0824,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Smith BD, Foreman RE (1984) An assessment of seaweed decomposition within a southern Strait of Georgia seaweed community. Mar Biol 84:197−223",Laminaria groenlandica,2.2311,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Smith BD, Foreman RE (1984) An assessment of seaweed decomposition within a southern Strait of Georgia seaweed community. Mar Biol 84:197−224",Nereocystis luetkeana,0.0739,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Smith BD, Foreman RE (1984) An assessment of seaweed decomposition within a southern Strait of Georgia seaweed community. Mar Biol 84:197−225",Nereocystis luetkeana,0.0927,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Smith BD, Foreman RE (1984) An assessment of seaweed decomposition within a southern Strait of Georgia seaweed community. Mar Biol 84:197−226",Iradaea cordata,0.1376,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Tenore KR, Hanson RB, McClain J, Maccubbin AE, Hodson RE (1984) Changes in composition and nutritional value to a benthic deposit feeder of decomposing detritus pools. Bull Mar Sci 35:299−311",Gracilaria folliifera,0.2338,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Twilley RS, Ejdung G, Romare P, KempWM(1986) A comparative study of decomposition, oxygen consumption and nutrient release for selected aquatic plants occurring in an estuarine environment. Oikos 47:190Ð198",Ulva lactuca,0.0318,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"VICHKOVITTEN , T. & HOLMER , M. (2004) Contribution of plant carbohydrates to sedimentary carbon mineralization. Organic Geochemistry 35, 1053–1066.",Polysiphonia sp. ,0.024,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Wada et al. 2008. Bioavailability of macroalgal dissolved organic matter in seawater, Mar. Ecol. Prog. Ser., 370, 33–44, https://doi.org/10.3354/meps07645, 2008.",Ecklonia cava,0.0182,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Wada et al. 2008. Bioavailability of macroalgal dissolved organic matter in seawater, Mar. Ecol. Prog. Ser., 370, 33–44, https://doi.org/10.3354/meps07645, 2008.",Ecklonia cava,0.0058,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Wada et al. 2008. Bioavailability of macroalgal dissolved organic matter in seawater, Mar. Ecol. Prog. Ser., 370, 33–44, https://doi.org/10.3354/meps07645, 2008.",Ecklonia cava,0.0407,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Wada et al. 2008. Bioavailability of macroalgal dissolved organic matter in seawater, Mar. Ecol. Prog. Ser., 370, 33–44, https://doi.org/10.3354/meps07645, 2008.",Ecklonia cava,0.0342,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Wada et al. 2008. Bioavailability of macroalgal dissolved organic matter in seawater, Mar. Ecol. Prog. Ser., 370, 33–44, https://doi.org/10.3354/meps07645, 2008.",Ecklonia cava,0.0216,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Franzitta, G., Hanley, M. E., Airoldi, L., Baggini, C., Bilton, D. T., Rundle, S. D., & Thompson, R. C. (2015). Home advantage? Decomposition across the freshwater-estuarine transition zone varies with litter origin and local salinity. Marine environmental research, 110, 1-7.",Fucus vesiculosus,0.1007,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Franzitta, G., Hanley, M. E., Airoldi, L., Baggini, C., Bilton, D. T., Rundle, S. D., & Thompson, R. C. (2015). Home advantage? Decomposition across the freshwater-estuarine transition zone varies with litter origin and local salinity. Marine environmental research, 110, 1-7.",Fucus vesiculosus,0.09197,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Watanabe, K; Yoshida, G; Hori, M; Umezawa, Y; Moki, H; Kuwae, T. 2020. Macroalgal metabolism and lateral carbon flows can create significant carbon sinks. BIOGEOSCIENCES",Sargassum spp. ,0.0044,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Watanabe, K; Yoshida, G; Hori, M; Umezawa, Y; Moki, H; Kuwae, T. 2020. Macroalgal metabolism and lateral carbon flows can create significant carbon sinks. BIOGEOSCIENCES",Sargassum spp. ,0.0021,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Williams, S. L., 1984. Decomposition of the macroalga Caulerpa cupressoides (West) c. Agardh: field and laboratory studies. J. expo mar. BioI. Ecol. 80: 109-124.",Caulerpa cupressoides,0.0871,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Williams, S. L., 1984. Decomposition of the macroalga Caulerpa cupressoides (West) c. Agardh: field and laboratory studies. J. expo mar. BioI. Ecol. 80: 109-124.",Caulerpa cupressoides,0.2016,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Williams, S. L., 1984. Decomposition of the macroalga Caulerpa cupressoides (West) c. Agardh: field and laboratory studies. J. expo mar. BioI. Ecol. 80: 109-124.",Caulerpa cupressoides,0.1649,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Williams, S. L., 1984. Decomposition of the macroalga Caulerpa cupressoides (West) c. Agardh: field and laboratory studies. J. expo mar. BioI. Ecol. 80: 109-124.",Caulerpa cupressoides,0.1847,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Zielinski K (1981) Benthic macroalgae of Admiralty Bay (King George Island, South Shetland Islands) and circulation of algal matter between the water and the shore. Pol Polar Res 2:71Ð94",Himantothallus grandifolius,0.0138,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Zielinski K (1981) Benthic macroalgae of Admiralty Bay (King George Island, South Shetland Islands) and circulation of algal matter between the water and the shore. Pol Polar Res 2:71Ð94",Leptosomia rosea,0.0544,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Zielinski K (1981) Benthic macroalgae of Admiralty Bay (King George Island, South Shetland Islands) and circulation of algal matter between the water and the shore. Pol Polar Res 2:71Ð94",Leptosomia rosea,0.0577,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Zielinski K (1981) Benthic macroalgae of Admiralty Bay (King George Island, South Shetland Islands) and circulation of algal matter between the water and the shore. Pol Polar Res 2:71Ð94",Himantothallus grandifolius,0.0267,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Zielinski K (1981) Benthic macroalgae of Admiralty Bay (King George Island, South Shetland Islands) and circulation of algal matter between the water and the shore. Pol Polar Res 2:71Ð94",Cystosphaea grandifolius,0.0106,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Zielinski K (1981) Benthic macroalgae of Admiralty Bay (King George Island, South Shetland Islands) and circulation of algal matter between the water and the shore. Pol Polar Res 2:71Ð94",Himantothallus grandifolius,0.0299,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Zielinski K (1981) Benthic macroalgae of Admiralty Bay (King George Island, South Shetland Islands) and circulation of algal matter between the water and the shore. Pol Polar Res 2:71Ð94",Himantothallus grandifolius,0.0044,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Zielinski K (1981) Benthic macroalgae of Admiralty Bay (King George Island, South Shetland Islands) and circulation of algal matter between the water and the shore. Pol Polar Res 2:71Ð94",Himantothallus grandifolius,0.0116,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Zielinski K (1981) Benthic macroalgae of Admiralty Bay (King George Island, South Shetland Islands) and circulation of algal matter between the water and the shore. Pol Polar Res 2:71Ð94",Himantothallus grandifolius,0.0267,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Perkins, A. K., Rose, A. L., Grossart, H. P., Schulz, K. G., Neubauer, D., Tonge, M. P., ... & Oakes, J. M. (2023). Fungi increases kelp (Ecklonia radiata) remineralisation and dissolved organic carbon, alkalinity, and dimethylsulfoniopropionate (DMSP) production. Science of the Total Environment, 905, 166957.",Ecklonia radiata,0.028,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Perkins, A. K., Rose, A. L., Grossart, H. P., Schulz, K. G., Neubauer, D., Tonge, M. P., ... & Oakes, J. M. (2023). Fungi increases kelp (Ecklonia radiata) remineralisation and dissolved organic carbon, alkalinity, and dimethylsulfoniopropionate (DMSP) production. Science of the Total Environment, 905, 166957.",Ecklonia radiata,0.2594,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Kristensen, E., et al. 1992. Effects of benthic macrogauna and temperature on degradation of macroalgal detritus: the fate of organic carbon. Limnology and Oceanography. 37(7): 1404-1419",Chondrus crispus,0.023,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Kristensen, E., et al. 1992. Effects of benthic macrogauna and temperature on degradation of macroalgal detritus: the fate of organic carbon. Limnology and Oceanography. 37(7): 1404-1419",Chondrus crispus,0.03,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Kristensen, E., et al. 1992. Effects of benthic macrogauna and temperature on degradation of macroalgal detritus: the fate of organic carbon. Limnology and Oceanography. 37(7): 1404-1419",Chondrus crispus,0.05,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"LIANG , J., LIU , J., ZHAN , Y., ZHOU , S., XUE , C.X., SUN , C., LIN , Y., LUO , C., WANG , X. & ZHANG , X.H. (2021) Succession of marine bacteria in response to Ulva prolifera-derived dissolved organic matter. Environment International 155, 106687. Elsevier Ltd.",Ulva prolifera,0.14,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Kristensen E (1994) Decomposition of macroalgae, vascular plants and sediment detritus in seawater: use of stepwise thermogravimetry. Biogeochemistry 26:1−24",Ulva lactuca,0.1162,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Kristensen E (1994) Decomposition of macroalgae, vascular plants and sediment detritus in seawater: use of stepwise thermogravimetry. Biogeochemistry 26:1−24",Ulva lactuca,0.1556,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Yang, X., Lin, K., Tan, L., & Wang, J. (2021). Utilization and release of biogenic elements by macroalgae Ulva prolifera: A mesocosm experiment off the coast of Qingdao, China. Marine Pollution Bulletin, 170, 112612.",Ulva prolifera,0.349,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Perkins, Anita K., Isaac R. Santos, Andrew L. Rose, Kai G. Schulz, Hans-Peter Grossart, Bradley D. Eyre, Brendan P. Kelaher, and Joanne M. Oakes. 2022“Production of Dissolved Carbon and Alkalinity during Macroalgal Wrack Degradation on Beaches: A Mesocosm Experiment with Implications for Blue Carbon.” Biogeochemistry 160, no. 2 (September 1, 2022): 159–75. https://doi.org/10.1007/s10533-022-00946-4.",Ecklonia radiata,0.0442,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Hwang, Jung-Min, Hyeong-Gi Kim, Hyein Kim, Choul-Hee Hwang, and Chul-Woong Oh. 2023. “Meiofaunal Assemblages Associated with Macroalgal Detritus Decomposition.” Regional Studies in Marine Science 68 (December 2023): 103285. https://doi.org/10.1016/j.rsma.2023.103285.",Undaria pinnatifida,0.2164,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Hwang, Jung-Min, Hyeong-Gi Kim, Hyein Kim, Choul-Hee Hwang, and Chul-Woong Oh. 2023. “Meiofaunal Assemblages Associated with Macroalgal Detritus Decomposition.” Regional Studies in Marine Science 68 (December 2023): 103285. https://doi.org/10.1016/j.rsma.2023.103285.",Ulva sp. ,0.1951,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Hwang, Jung-Min, Hyeong-Gi Kim, Hyein Kim, Choul-Hee Hwang, and Chul-Woong Oh. 2023. “Meiofaunal Assemblages Associated with Macroalgal Detritus Decomposition.” Regional Studies in Marine Science 68 (December 2023): 103285. https://doi.org/10.1016/j.rsma.2023.103285.",Grateloupia sp. ,0.1339,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Luo, Hongtian, Xiaojuan Dai, Yufeng Yang, and Songguang Xie. 2022. “The Evaluation of C, N, P Release and Contribution to the Water Environment during Gracilaria Litters Biomass Decay.” Estuarine, Coastal and Shelf Science 276 (October 5, 2022): 108052. https://doi.org/10.1016/j.ecss.2022.108052.",Gracilaria lemaneiformis,0.0975,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Luo, Hongtian, Xiaojuan Dai, Yufeng Yang, and Songguang Xie. 2022. “The Evaluation of C, N, P Release and Contribution to the Water Environment during Gracilaria Litters Biomass Decay.” Estuarine, Coastal and Shelf Science 276 (October 5, 2022): 108052. https://doi.org/10.1016/j.ecss.2022.108052.",Gracilaria lichenoides,0.1127,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Luo, Hongtian, Xiaojuan Dai, Yufeng Yang, and Songguang Xie. 2022. “The Evaluation of C, N, P Release and Contribution to the Water Environment during Gracilaria Litters Biomass Decay.” Estuarine, Coastal and Shelf Science 276 (October 5, 2022): 108052. https://doi.org/10.1016/j.ecss.2022.108052.",Gracilaria lichenoides,1.1924,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Luo, Hongtian, Xiaojuan Dai, Yufeng Yang, and Songguang Xie. 2022. “The Evaluation of C, N, P Release and Contribution to the Water Environment during Gracilaria Litters Biomass Decay.” Estuarine, Coastal and Shelf Science 276 (October 5, 2022): 108052. https://doi.org/10.1016/j.ecss.2022.108052.",Gracilaria lemaneiformis,0.093,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Luo, Hongtian, Xiaojuan Dai, Yufeng Yang, and Songguang Xie. 2022. “The Evaluation of C, N, P Release and Contribution to the Water Environment during Gracilaria Litters Biomass Decay.” Estuarine, Coastal and Shelf Science 276 (October 5, 2022): 108052. https://doi.org/10.1016/j.ecss.2022.108052.",Gracilaria lemaneiformis,0.078,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Luo, Hongtian, Xiaojuan Dai, Yufeng Yang, and Songguang Xie. 2022. “The Evaluation of C, N, P Release and Contribution to the Water Environment during Gracilaria Litters Biomass Decay.” Estuarine, Coastal and Shelf Science 276 (October 5, 2022): 108052. https://doi.org/10.1016/j.ecss.2022.108052.",Gracilaria lichenoides,0.0724,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Luo, Hongtian, Xiaojuan Dai, Yufeng Yang, and Songguang Xie. 2022. “The Evaluation of C, N, P Release and Contribution to the Water Environment during Gracilaria Litters Biomass Decay.” Estuarine, Coastal and Shelf Science 276 (October 5, 2022): 108052. https://doi.org/10.1016/j.ecss.2022.108052.",Gracilaria lichenoides,0.0747,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Luo, Hongtian, Songguang Xie, Xiaojuan Dai, Qing Wang, and Yufeng Yang. 2022. “Biomass Decomposition and Heavy Metal Release from Seaweed Litter, Gracilaria Lemaneiformis, and Secondary Pollution Evaluation.” Journal of Environmental Management 310 (May 15, 2022): 114729. https://doi.org/10.1016/j.jenvman.2022.114729.",Gracilaria lemaneiformis,-0.0002,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Luo, Hongtian, Songguang Xie, Xiaojuan Dai, Qing Wang, and Yufeng Yang. 2022. “Biomass Decomposition and Heavy Metal Release from Seaweed Litter, Gracilaria Lemaneiformis, and Secondary Pollution Evaluation.” Journal of Environmental Management 310 (May 15, 2022): 114729. https://doi.org/10.1016/j.jenvman.2022.114729.",Gracilaria lemaneiformis,0.004,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Luo, Hongtian, Songguang Xie, Xiaojuan Dai, Qing Wang, and Yufeng Yang. 2022. “Biomass Decomposition and Heavy Metal Release from Seaweed Litter, Gracilaria Lemaneiformis, and Secondary Pollution Evaluation.” Journal of Environmental Management 310 (May 15, 2022): 114729. https://doi.org/10.1016/j.jenvman.2022.114729.",Gracilaria lemaneiformis,0.013,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Luo, Hongtian, Songguang Xie, Xiaojuan Dai, Qing Wang, and Yufeng Yang. 2022. “Biomass Decomposition and Heavy Metal Release from Seaweed Litter, Gracilaria Lemaneiformis, and Secondary Pollution Evaluation.” Journal of Environmental Management 310 (May 15, 2022): 114729. https://doi.org/10.1016/j.jenvman.2022.114729.",Gracilaria lemaneiformis,0.014,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Robinson, J. D., Mann, K. H., & Novitsky, J. A. (1982). Conversion of the particulate fraction of seaweed detritus to bacterial biomass. Limnology and Oceanography, 27(6), 1072-1079.",Saccharina latissima,0.1886,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Robinson, J. D., Mann, K. H., & Novitsky, J. A. (1982). Conversion of the particulate fraction of seaweed detritus to bacterial biomass. Limnology and Oceanography, 27(6), 1072-1079.",Saccharina latissima,0.0464,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Boldreel, E. H., Attard, K. M., Hancke, K., & Glud, R. N. (2023). Microbial degradation dynamics of farmed kelp deposits from Saccharina latissima and Alaria esculenta. Marine Ecology Progress Series, 709, 1-15.",Saccharina latissima,0.051,,,,,,,,,
Kennedy & Blain 2025,10.1111/jpy.70031,https://doi.org/10.17605/osf.io/vmtfd,"Boldreel, E. H., Attard, K. M., Hancke, K., & Glud, R. N. (2023). Microbial degradation dynamics of farmed kelp deposits from Saccharina latissima and Alaria esculenta. Marine Ecology Progress Series, 709, 1-15.",Saccharina latissima,0.035,,,,,,,,,
