Data_sheet,Entry,Morphology_num,Genetics_Code,Date,Site,Depth_band,Depth_m,Lat_DD,Lon_DD,Quadrat,Bag_No,Quadrat_size,Species,Complete,New_blade_error,Old_blade_error,Stipe_length_cm,New_blade_length_cm,Old_blade_length_cm,X2nd_old_blade_length_cm,Total_blade_length_cm,New_blade_width_cm,Old_blade_width_cm,X2nd_old_blade_width,Blade_thickness_mm,Epiphyte_WW_g,Epiphyte_kelp_WW_g,Stipe_WW_g,Stipe_diameter_mm,Age,Epiphyte_percent_cover,Sporophyll_WW_g,New_blade_WW_g,Old_blade_WW_g,X2nd_old_blade_WW_g,Total_blade_WW_g,Holdfast_WW_g,Total_plant_WW_g,Notes,Reproductive,Location_Campaign,Total_plant_length_cm,Data_Sheet,Total_blade_width_cm,Sample,Stipe_diameter_distal_cm,Blade_thickness_mm_distal,epiphytes_.,Number_of_blades_or_digits,Length_1st_blade,Thallus_ww,Thallus_length,Blade_1_length_solidungula_cm,Num_blades_solidungula,Blade_thickness_distal_mm,Tattering_distal_cm,Blade_epiphyte_cm_distal,Epiphyte_notes,Epiphyte_percent_cover_on_stipe,Individuals,Notes_2,Site_Name,Length_cm_,Width_cm,Area_.5.sqr_,biomass_g_cor,Corrected_depth_m,Genus
NA,910,NA,NA,06.04.2006,Finnoy E3,7,NA,62.8092,6.4047,3,NA,1,Laminaria hyperborea,GOOD,GOOD,NA,1,3,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,1,1,2,NA,Not reproductive,Finnoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
NA,911,NA,NA,06.04.2006,Finnoy E3,7,NA,62.8092,6.4047,3,NA,1,Laminaria hyperborea,GOOD,GOOD,NA,1,3,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,1,1,2,NA,Not reproductive,Finnoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
NA,912,NA,NA,06.04.2006,Finnoy E3,7,NA,62.8092,6.4047,3,NA,1,Laminaria hyperborea,GOOD,GOOD,NA,1,3,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,1,1,2,NA,Not reproductive,Finnoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
NA,913,NA,NA,06.04.2006,Finnoy E3,7,NA,62.8092,6.4047,3,NA,1,Laminaria hyperborea,GOOD,GOOD,NA,1,3,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,1,1,2,NA,Not reproductive,Finnoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
NA,914,NA,NA,06.04.2006,Finnoy E3,7,NA,62.8092,6.4047,3,NA,1,Laminaria hyperborea,GOOD,GOOD,NA,1,3,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,1,1,2,NA,Not reproductive,Finnoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
NA,915,NA,NA,06.04.2006,Finnoy E3,7,NA,62.8092,6.4047,3,NA,1,Laminaria hyperborea,GOOD,GOOD,NA,1,3,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,1,1,2,NA,Not reproductive,Finnoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
NA,916,NA,NA,06.04.2006,Finnoy E3,7,NA,62.8092,6.4047,3,NA,1,Laminaria hyperborea,GOOD,GOOD,NA,1,3,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,1,1,2,NA,Not reproductive,Finnoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
NA,917,NA,NA,06.04.2006,Finnoy E3,7,NA,62.8092,6.4047,3,NA,1,Laminaria hyperborea,GOOD,GOOD,NA,1,3,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,1,1,2,NA,Not reproductive,Finnoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
NA,918,NA,NA,06.04.2006,Finnoy E3,7,NA,62.8092,6.4047,3,NA,1,Laminaria hyperborea,GOOD,GOOD,NA,1,3,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,1,1,2,NA,Not reproductive,Finnoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
NA,919,NA,NA,06.04.2006,Finnoy E3,7,NA,62.8092,6.4047,3,NA,1,Laminaria hyperborea,GOOD,GOOD,NA,1,3,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,1,1,2,NA,Not reproductive,Finnoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
NA,920,NA,NA,06.04.2006,Finnoy E3,7,NA,62.8092,6.4047,3,NA,1,Laminaria hyperborea,GOOD,GOOD,NA,1,3,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,1,1,2,NA,Not reproductive,Finnoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
NA,921,NA,NA,06.04.2006,Finnoy E3,7,NA,62.8092,6.4047,3,NA,1,Laminaria hyperborea,GOOD,GOOD,NA,1,3,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,1,1,2,NA,Not reproductive,Finnoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
NA,922,NA,NA,06.04.2006,Finnoy E3,7,NA,62.8092,6.4047,3,NA,1,Laminaria hyperborea,GOOD,GOOD,NA,1,3,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,1,1,2,NA,Not reproductive,Finnoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
NA,923,NA,NA,06.04.2006,Finnoy E3,7,NA,62.8092,6.4047,3,NA,1,Laminaria hyperborea,GOOD,GOOD,NA,1,3,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,1,1,2,NA,Not reproductive,Finnoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
NA,924,NA,NA,06.04.2006,Finnoy E3,7,NA,62.8092,6.4047,3,NA,1,Laminaria hyperborea,GOOD,GOOD,NA,1,3,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,1,1,2,NA,Not reproductive,Finnoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
NA,925,NA,NA,06.04.2006,Finnoy E3,7,NA,62.8092,6.4047,3,NA,1,Laminaria hyperborea,GOOD,GOOD,NA,1,3,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,1,1,2,NA,Not reproductive,Finnoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
NA,926,NA,NA,06.04.2006,Finnoy E3,7,NA,62.8092,6.4047,3,NA,1,Laminaria hyperborea,GOOD,GOOD,NA,1,3,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,1,1,2,NA,Not reproductive,Finnoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
NA,927,NA,NA,06.04.2006,Finnoy E3,7,NA,62.8092,6.4047,3,NA,1,Laminaria hyperborea,GOOD,GOOD,NA,1,3,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,1,1,2,NA,Not reproductive,Finnoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
NA,928,NA,NA,06.04.2006,Finnoy E3,7,NA,62.8092,6.4047,3,NA,1,Laminaria hyperborea,GOOD,GOOD,NA,1,3,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,1,1,2,NA,Not reproductive,Finnoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
NA,929,NA,NA,06.04.2006,Finnoy E3,7,NA,62.8092,6.4047,3,NA,1,Laminaria hyperborea,GOOD,GOOD,NA,1,3,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,1,1,2,NA,Not reproductive,Finnoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
NA,930,NA,NA,06.04.2006,Finnoy E3,7,NA,62.8092,6.4047,3,NA,1,Laminaria hyperborea,GOOD,GOOD,NA,1,3,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,1,1,2,NA,Not reproductive,Finnoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
NA,931,NA,NA,06.04.2006,Finnoy E3,7,NA,62.8092,6.4047,3,NA,1,Laminaria hyperborea,GOOD,GOOD,NA,1,3,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,1,1,2,NA,Not reproductive,Finnoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
NA,932,NA,NA,06.04.2006,Finnoy E3,7,NA,62.8092,6.4047,3,NA,1,Laminaria hyperborea,GOOD,GOOD,NA,1,3,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,1,1,2,NA,Not reproductive,Finnoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
NA,933,NA,NA,06.04.2006,Finnoy E3,7,NA,62.8092,6.4047,3,NA,1,Laminaria hyperborea,GOOD,GOOD,NA,1,3,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,1,1,2,NA,Not reproductive,Finnoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
NA,934,NA,NA,06.04.2006,Finnoy E3,7,NA,62.8092,6.4047,3,NA,1,Laminaria hyperborea,GOOD,GOOD,NA,1,3,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,1,1,2,NA,Not reproductive,Finnoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
NA,935,NA,NA,06.04.2006,Finnoy E3,7,NA,62.8092,6.4047,3,NA,1,Laminaria hyperborea,GOOD,GOOD,NA,1,3,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,1,1,2,NA,Not reproductive,Finnoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
NA,936,NA,NA,06.04.2006,Finnoy E3,7,NA,62.8092,6.4047,3,NA,1,Laminaria hyperborea,GOOD,GOOD,NA,1,3,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,1,1,2,NA,Not reproductive,Finnoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
NA,937,NA,NA,06.04.2006,Finnoy E3,7,NA,62.8092,6.4047,3,NA,1,Laminaria hyperborea,GOOD,GOOD,NA,1,3,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,1,1,2,NA,Not reproductive,Finnoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
NA,938,NA,NA,06.04.2006,Finnoy E3,7,NA,62.8092,6.4047,3,NA,1,Laminaria hyperborea,GOOD,GOOD,NA,1,3,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,1,1,2,NA,Not reproductive,Finnoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
NA,939,NA,NA,06.04.2006,Finnoy E3,7,NA,62.8092,6.4047,3,NA,1,Laminaria hyperborea,GOOD,GOOD,NA,1,3,4,NA,7,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,1,NA,2,1,2,NA,Not reproductive,Finnoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
NA,940,NA,NA,06.04.2006,Finnoy E3,7,NA,62.8092,6.4047,3,NA,1,Laminaria hyperborea,GOOD,GOOD,NA,4,9,11,NA,20,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,1,NA,2,1,8,NA,Not reproductive,Finnoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
NA,941,NA,NA,06.04.2006,Finnoy E3,7,NA,62.8092,6.4047,3,NA,1,Laminaria hyperborea,GOOD,GOOD,NA,2,5,8,NA,13,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,1,NA,2,1,2,NA,Not reproductive,Finnoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
NA,942,NA,NA,06.04.2006,Finnoy E3,7,NA,62.8092,6.4047,3,NA,1,Laminaria hyperborea,GOOD,GOOD,NA,1,6,4,NA,10,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,1,NA,2,1,2,NA,Not reproductive,Finnoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
NA,943,NA,NA,06.04.2006,Finnoy E3,7,NA,62.8092,6.4047,3,NA,1,Laminaria hyperborea,GOOD,GOOD,NA,0,3,2,NA,5,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,1,NA,2,1,2,NA,Not reproductive,Finnoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
NA,944,NA,NA,06.04.2006,Finnoy E3,7,NA,62.8092,6.4047,3,NA,1,Laminaria hyperborea,GOOD,GOOD,NA,0,2,3,NA,5,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,1,NA,2,1,2,NA,Not reproductive,Finnoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
NA,945,NA,NA,06.04.2006,Finnoy E3,7,NA,62.8092,6.4047,3,NA,1,Laminaria hyperborea,GOOD,GOOD,NA,0,3,2,NA,5,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,1,NA,2,1,2,NA,Not reproductive,Finnoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
NA,946,NA,NA,06.04.2006,Finnoy E3,7,NA,62.8092,6.4047,3,NA,1,Laminaria hyperborea,GOOD,GOOD,NA,1,4,7,NA,11,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,1,NA,2,1,2,NA,Not reproductive,Finnoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
NA,947,NA,NA,06.04.2006,Finnoy E3,7,NA,62.8092,6.4047,3,NA,1,Laminaria hyperborea,GOOD,GOOD,NA,3,9,11,NA,20,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,1,NA,4,1,6,NA,Not reproductive,Finnoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
NA,948,NA,NA,06.04.2006,Finnoy E3,7,NA,62.8092,6.4047,3,NA,1,Laminaria hyperborea,GOOD,GOOD,NA,3,8,8,NA,16,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,1,NA,2,1,3,NA,Not reproductive,Finnoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
NA,949,NA,NA,06.04.2006,Finnoy E3,7,NA,62.8092,6.4047,3,NA,1,Laminaria hyperborea,GOOD,GOOD,NA,6,8,11,NA,19,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,1,NA,2,1,6,NA,Not reproductive,Finnoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
NA,950,NA,NA,06.04.2006,Finnoy E3,7,NA,62.8092,6.4047,3,NA,1,Laminaria hyperborea,GOOD,GOOD,NA,3,7,11,NA,18,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,1,1,NA,2,1,4,NA,Not reproductive,Finnoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
NA,951,NA,NA,06.04.2006,Finnoy E3,7,NA,62.8092,6.4047,3,NA,1,Laminaria hyperborea,GOOD,GOOD,NA,4,6,10,NA,16,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,1,1,NA,2,1,3,NA,Not reproductive,Finnoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
NA,952,NA,NA,06.04.2006,Finnoy E3,7,NA,62.8092,6.4047,3,NA,1,Laminaria hyperborea,GOOD,GOOD,NA,3,10,6,NA,16,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,1,1,NA,2,1,3,NA,Not reproductive,Finnoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
NA,953,NA,NA,06.04.2006,Finnoy E3,7,NA,62.8092,6.4047,3,NA,1,Laminaria hyperborea,GOOD,GOOD,NA,3,3,10,NA,13,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,1,1,NA,2,1,2,NA,Not reproductive,Finnoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
NA,954,NA,NA,06.04.2006,Finnoy E3,7,NA,62.8092,6.4047,3,NA,1,Laminaria hyperborea,GOOD,GOOD,NA,6,12,14,NA,26,NA,NA,NA,NA,NA,NA,22,NA,2,NA,NA,3,5,NA,8,1,31,NA,Not reproductive,Finnoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
NA,955,NA,NA,06.04.2006,Finnoy E3,7,NA,62.8092,6.4047,3,NA,1,Laminaria hyperborea,GOOD,GOOD,NA,19,18,25,NA,43,NA,NA,NA,NA,NA,NA,10,NA,2,NA,NA,10,14,NA,24,3,37,NA,Not reproductive,Finnoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
NA,956,NA,NA,06.04.2006,Finnoy E3,7,NA,62.8092,6.4047,3,NA,1,Laminaria hyperborea,GOOD,GOOD,NA,5,8,12,NA,20,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,1,7,NA,8,1,10,NA,Not reproductive,Finnoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
NA,957,NA,NA,06.04.2006,Finnoy E3,7,NA,62.8092,6.4047,3,NA,1,Laminaria hyperborea,GOOD,GOOD,NA,1,5,7,NA,12,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,1,1,NA,2,1,8,NA,Not reproductive,Finnoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
NA,958,NA,NA,06.04.2006,Finnoy E3,7,NA,62.8092,6.4047,3,NA,1,Laminaria hyperborea,GOOD,GOOD,NA,17,15,24,NA,39,NA,NA,NA,NA,NA,NA,9,NA,2,NA,NA,7,21,NA,28,1,38,NA,Not reproductive,Finnoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
NA,959,NA,NA,06.04.2006,Finnoy E3,7,NA,62.8092,6.4047,3,NA,1,Laminaria hyperborea,GOOD,GOOD,NA,5,9,11,NA,20,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,1,1,NA,2,1,5,NA,Not reproductive,Finnoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
NA,960,NA,NA,06.04.2006,Finnoy E3,7,NA,62.8092,6.4047,3,NA,1,Laminaria hyperborea,GOOD,GOOD,NA,2,8,8,NA,16,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,1,1,NA,2,1,1,NA,Not reproductive,Finnoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
NA,961,NA,NA,06.04.2006,Finnoy E3,7,NA,62.8092,6.4047,3,NA,1,Laminaria hyperborea,GOOD,GOOD,NA,1,7,12,NA,19,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,1,1,NA,2,1,4,NA,Not reproductive,Finnoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
NA,962,NA,NA,06.04.2006,Finnoy E3,7,NA,62.8092,6.4047,3,NA,1,Laminaria hyperborea,GOOD,GOOD,NA,4,4,11,NA,15,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,1,1,NA,4,1,6,NA,Not reproductive,Finnoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
NA,963,NA,NA,06.04.2006,Finnoy E3,7,NA,62.8092,6.4047,3,NA,1,Laminaria hyperborea,GOOD,GOOD,NA,1,4,1,NA,5,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,1,1,NA,2,1,1,NA,Not reproductive,Finnoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
NA,964,NA,NA,06.04.2006,Finnoy E3,7,NA,62.8092,6.4047,3,NA,1,Laminaria hyperborea,GOOD,GOOD,NA,1,6,NA,NA,6,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,1,NA,NA,1,1,1,NA,Not reproductive,Finnoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
NA,965,NA,NA,06.04.2006,Finnoy E3,7,NA,62.8092,6.4047,3,NA,1,Laminaria hyperborea,GOOD,GOOD,NA,1,10,8,NA,18,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,1,1,NA,2,1,2,NA,Not reproductive,Finnoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
NA,966,NA,NA,06.04.2006,Finnoy E3,7,NA,62.8092,6.4047,3,NA,1,Laminaria hyperborea,GOOD,GOOD,NA,1,6,2,NA,8,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,1,1,NA,2,1,1,NA,Not reproductive,Finnoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
NA,967,NA,NA,06.04.2006,Finnoy E3,7,NA,62.8092,6.4047,3,NA,1,Laminaria hyperborea,GOOD,GOOD,NA,1,2,1,NA,3,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,1,1,NA,2,1,1,NA,Not reproductive,Finnoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Laminaria
